pdb_id,requested_pdb_id,target,source,query,download_url,status,intended_path,actual_path,exists,size_bytes,error,downloaded_at
5qtn,5QTN,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QTN.cif,verified,WAR/NUDT5/5qtn.cif,WAR/NUDT5/5qtn.cif,true,692083,,2026-06-05T12:16:10Z
5qto,5QTO,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QTO.cif,verified,WAR/NUDT5/5qto.cif,WAR/NUDT5/5qto.cif,true,700167,,2026-06-05T12:16:10Z
5qtp,5QTP,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QTP.cif,verified,WAR/NUDT5/5qtp.cif,WAR/NUDT5/5qtp.cif,true,720129,,2026-06-05T12:16:10Z
5qtq,5QTQ,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QTQ.cif,verified,WAR/NUDT5/5qtq.cif,WAR/NUDT5/5qtq.cif,true,707636,,2026-06-05T12:16:10Z
8otv,8OTV,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/8OTV.cif,verified,WAR/NUDT5/8otv.cif,WAR/NUDT5/8otv.cif,true,711733,,2026-06-05T12:16:10Z
9q0n,9Q0N,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/9Q0N.cif,verified,WAR/NUDT5/9q0n.cif,WAR/NUDT5/9q0n.cif,true,2352990,,2026-06-05T12:16:10Z
9q0o,9Q0O,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/9Q0O.cif,verified,WAR/NUDT5/9q0o.cif,WAR/NUDT5/9q0o.cif,true,2354660,,2026-06-05T12:16:10Z
5qts,5QTS,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QTS.cif,verified,WAR/NUDT5/5qts.cif,WAR/NUDT5/5qts.cif,true,712517,,2026-06-05T12:16:10Z
6gru,6GRU,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/6GRU.cif,verified,WAR/NUDT5/6gru.cif,WAR/NUDT5/6gru.cif,true,695576,,2026-06-05T12:16:10Z
5qtr,5QTR,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QTR.cif,verified,WAR/NUDT5/5qtr.cif,WAR/NUDT5/5qtr.cif,true,723380,,2026-06-05T12:16:10Z
8rdz,8RDZ,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/8RDZ.cif,verified,WAR/NUDT5/8rdz.cif,WAR/NUDT5/8rdz.cif,true,769179,,2026-06-05T12:16:10Z
8ptt,8PTT,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/8PTT.cif,verified,WAR/NUDT5/8ptt.cif,WAR/NUDT5/8ptt.cif,true,772727,,2026-06-05T12:16:10Z
9q0m,9Q0M,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/9Q0M.cif,verified,WAR/NUDT5/9q0m.cif,WAR/NUDT5/9q0m.cif,true,2393937,,2026-06-05T12:16:10Z
5qjx,5QJX,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/5QJX.cif,verified,WAR/NUDT5/5qjx.cif,WAR/NUDT5/5qjx.cif,true,694562,,2026-06-05T12:16:09Z
9g6y,9G6Y,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/9G6Y.cif,verified,WAR/NUDT5/9g6y.cif,WAR/NUDT5/9g6y.cif,true,448172,,2026-06-05T12:16:10Z
8riy,8RIY,NUDT5,rcsb,ADP-sugar pyrophosphatase 8-OXO-2'-DEOXY-GUANOSINE-5'-MONOPHOSPHATE 8OG bound inhibitor Homo sapiens,https://files.rcsb.org/download/8RIY.cif,verified,WAR/NUDT5/8riy.cif,WAR/NUDT5/8riy.cif,true,394679,,2026-06-05T12:16:10Z
