SMILES,Warhead
Cc1ccncc1NC(=O)[C@@H](c2cccc(c2)Cl)C(=O)OC,['NRC']
Cc1ccncc1NC(=O)[C@@H](c2cccc(c2)Cl)C(C)C,['KUU']
Cc1ccncc1NC(=O)[C@@H]2CCC3(C2)CC3,['L4N']
Cc1ccncc1NC(=O)[C@@H]2CCOc3c2cc(cc3)Cl,['OI4']
Cc1ccncc1NC(=O)[C@@H]2C[C@H]2CF,['N7L']
Cc1ccncc1NC(=O)[C@H](C)C2CCCCC2,['MQ3']
Cc1ccncc1NC(=O)[C@H](C)CC2CC2,['L5I']
Cc1ccncc1NC(=O)[C@H](C)OC(F)F,['O1X']
Cc1ccncc1NC(=O)[C@H](C)c2cc(cnc2)Cl,['MF0']
Cc1ccncc1NC(=O)[C@H](C)c2cccc(c2)C#N,['Q36']
Cc1ccncc1NC(=O)[C@H](CO)c2cccc(c2)Cl,['O1I']
Cc1ccncc1NC(=O)[C@H](c2cccc(c2)Cl)N(C)C,['KYC']
Cc1ccncc1NC(=O)[C@H]2CCC23CCC3,['L9O']
Cc1ccncc1NC(=O)[C@]2(CCOC2)C#N,['LJO']
Cc1ccncc1NS(=O)(=O)c2cccc(c2)Cl,['LKI']
Cc1ccnnc1NC(=O)Cc2cccc(c2)Cl,['NQO']
Cc1cnncc1NC(=O)Cc2cccc(c2)Cl,['M50']
Cn1cc2cc(c(cc2n1)Cl)/N=C/3\NC(=O)N(C(=O)N3Cc4cc(c(cc4Oc5ccc(s5)CN)F)Cl)CC6=CC=CNC6=O,['A33']
Cn1ccc(n1)CN(c2ccc(cc2)c3ccccn3)C(=O)Cc4cccnc4,['MVR']
Cn1cnc2c1c(cnc2)NC(=O)[C@@H]3CCOc4c3cc(cc4)Cl,['PKW']
Cn1cncc1NC(=O)Cc2cccc(c2)Cl,['NOI']
[H]/N=C(/N)\NCCC[C@@H](C(=O)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc2ccccc2)NC(=O)CCOCC#C,['YVP']
[H]/N=C(\N)/NCCC[C@@H](C(=O)CCl)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc2ccccc2)N,['H37']
[H]/N=C/[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@@H]2[C@@H]3[C@@H](C3(C)C)CN2C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F,['X4N']
[H]/N=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]2[C@@H]3[C@@H](C3(C)C)CN2C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F,['4WI']
[H]/N=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]2[C@H]3[C@@H]4C[C@H]([C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)Cl)C=C4,['A29']
[H]/N=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)(C)C)NS(=O)(=O)C,['A32']
[H]/N=C/c1nc(cc(n1)OC)OC,['OOL']
[H]/N=C\N(Cc1ccc(cc1)Cl)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)(C)C)NC(=O)c3cccs3,['A05']
[H]/N=C\N(Cc1cccc(c1F)Cl)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)OCc3ccccc3,['A04']
[H]/N=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]2Cc3ccccc3CN2C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F,['A18']
[H]/N=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)CNc2c(cc(cc2F)F)F,['99W']
c1c(cc(c(c1O)O)O)C(=O)O[C@H]2[C@H]3[C@@H]4[C@@H]([C@H](O2)COC(=O)c5cc(c(c(c5-c6c(cc(c(c6O)O)O)C(=O)O4)O)O)O)OC(=O)[C@@H]([C@H]7c8c(cc(c(c8OC(=O)[C@@H]7O)O)O)C(=O)O3)CC(=O)O,['A12']
c1c(cc(cc1O[C@H]2CC(=O)N2)F)NC(=O)Cc3cncnc3,['KXR']
c1c(csc1CN2CCC(=O)N(C2=O)CC3=CC=CNC3=O)Cl,['A36']
c1c(scn1)N(=O)=O,['U88']
c1cc(c(cc1C2=C(C(=O)c3c(cc(cc3O2)O)O)O)O)O,['QUE']
c1cc(c(cc1Cl)Cl)OCC(=O)N2C[C@@H]3CCC[C@@H]3[C@H]2C(=O)N[C@@H](C[C@@H]4CCNC4=O)CO,['SO0']
c1cc(c(cc1OCC(=O)N2C[C@@H]3CCC[C@@H]3[C@H]2C(=O)N[C@@H](C[C@@H]4CCNC4=O)CO)Cl)Cl,['SJF']
c1cc(c2c(c1O)C(=O)C=CC2=O)O,['X7F']
c1cc(c2cc[nH]c2c1)C=O,['LW6']
c1cc(cc(c1)Cl)CC(=O)N2CCCc3c2cncc3N,['ORR']
c1cc(cc(c1)Cl)CC(=O)NN2C=NNC2=O,['LKX']
c1cc(cc(c1)Cl)CC(=O)Nc2c[nH]nc2,['NX9']
c1cc(cc(c1)Cl)CC(=O)Nc2cccc3c2cn[nH]3,['NEL']
c1cc(cc(c1)Cl)CC(=O)Nc2cccnc2,['KOI']
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2CCC3,['OKW']
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2CCCC3,['NJU']
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2CCCN3,['OWX']
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2[nH]cn3,['OBO']
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cccn3,['O0X']
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2ccnc3,['O0C']
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cncc3,['NU0']
c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2nccc3,['NWI']
c1cc(cc(c1)Cl)CC(=O)Nc2cnccc2C3CC3,['O0R']
c1cc(cc(c1)Cl)COC(=O)N[C@@H](CC2CCCCC2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)[C@@H](O)S,['K2X']
c1cc(cc(c1)Cl)C[C@@H](Cn2cncn2)O,['NGX']
c1cc(cc(c1)Cl)N(CCC2CCCCC2)C(=O)Nc3cccnc3,['KP0']
c1cc(cc(c1)Cl)N(CCN2CCOCC2)C(=O)Nc3cccnc3,['KQ3']
c1cc(cc(c1)Cl)N2C(=O)[C@H](NC2=O)c3cccnc3,['L9F']
c1cc(cc(c1)Cl)NC(=O)Nc2cc(cnc2)N,['Q3U']
c1cc(cc(c1)Cl)NC(=O)Nc2cccnc2,['M6I']
c1cc(cc(c1)O[C@H]2CC(=O)N2)NC(=O)Cc3cccnc3,['KWR']
c1cc(cc(c1)S(=O)(=O)n2ccc3c2ccc(c3)C(=O)Oc4cc(cnc4)Cl)[N+](=O)[O-],['4IO']
c1cc(ccc1C[C@@H]2C(=O)OCCCCC/C=C/c3cc(cnc3)C(=O)N4CCC[C@@H]4CC(=O)N2)Cl,['A23']
c1cc(cnc1)CC(=O)N2CCC[C@H]2c3nc(on3)C4CC4,['L7V']
c1cc(cnc1)CC(=O)Nc2cc(cnc2)C#N,['KO9']
c1cc(sc1)C(=O)N/C(=C\c2ccc(s2)N3CCOCC3)/C=O,['OK9']
c1cc2c(cc1Br)[C@H](C(=O)N2Cc3ncon3)O,['MZF']
c1cc2c(cc1Cl)[C@@H](CCO2)C(=O)N[C@@H]3CCNC(=O)C3,['P3L']
c1cc2c(cc1Cl)[C@@H](CCO2)C(=O)Nc3cncc4c3CNCC4,['P9O']
c1cc2c(cc1Cl)[C@@H](CCO2)C(=O)Nc3cncc4c3ccnc4,['OYF']
c1cc2c(cc1Cl)[C@@H](CCO2)C(=O)Nc3cnccc3CO,['M93']
c1cc2c(cc1Cl)[C@@H](CCO2)C(=O)Nc3nncn3C4CC4,['KU6']
c1cc2c(cc1Cl)[C@@H](CO2)C(=O)Nc3cnccc3CO,['KVX']
c1cc2c(cc1Cl)[C@@H](CO2)C(=O)Nc3nncn3C4CC4,['MVX']
c1cc2c(cc1Cl)[C@H](CCO2)C(=O)Nc3nncn3C4CC4,['M9U']
c1cc2c(cc1S(=O)(=O)N)[C@@H](C(=O)N2)O,['M5X']
c1ccc(c(c1)CN2CCCN(CC2)C(=O)c3cc(cnc3)Cl)C#N,['XH9']
c1ccc(c(c1)CN2CCCN(CC2)C(=O)c3cc(cnc3)Cl)Cl,['XHW']
c1ccc(cc1)CC2(CCOCC2)NC(=O)Nc3cccnc3,['LV9']
c1ccc(cc1)CCNC(=O)[C@@H]([C@H](C[C@@H]2CCNC2=O)NC(=O)[C@@H]3CCCN3C(=O)COc4ccc(cc4Cl)Cl)O,['90X']
c1ccc(cc1)CCNC(=O)[C@@H]([C@H](C[C@@H]2CCNC2=O)NC(=O)[C@@H]3CCCN3C(=O)OCc4ccccc4)O,['90I']
c1ccc(cc1)C[C@@H](C(=O)O)N,['PHE']
c1ccc(cc1)C[C@H]([C@@H](C(=O)NCc2ccccn2)O)NC(=O)[C@H]3CCC(=O)N3Cc4ccccc4,['R8H']
c1ccc(cc1)N2CCN(CC2)C(=O)c3cncc4c3cccc4,['OIK']
c1ccc(cc1)NC(=O)c2ccccc2[SeH],['9JT']
c1ccc(cc1)NCCNC(=O)C2=CC(=O)Nc3c2cccc3,['KZC']
c1ccc(cc1)[C@@H](c2ccc(cc2)Cl)N3CCN(CC3)C(=O)c4cc(cnc4)Br,['A07']
c1ccc(cc1)[C@H](c2ccc(cc2)Cl)N3CCN(CC3)C(=O)c4cc(cnc4)Br,['A06']
c1ccc(cc1)c2ccncc2NC(=O)Cc3cccc(c3)Cl,['NV9']
c1ccc(cc1)n2cnnc2NC(=O)[C@@H]3COc4c3cc(cc4)Cl,['N0O']
c1ccc2c(c1)C(=CC(=O)N2)C(=O)N3CCN(C(=O)C3)c4cccc(c4)Cl,['P0X']
c1ccc2c(c1)C(=CC(=O)N2)C(=O)N3CCN(CC3)c4cccc(c4)C(F)(F)F,['O87']
c1ccc2c(c1)C(=CC(=O)N2)C(=O)N3CCN(CC3)c4ccccc4F,['NB0']
c1ccc2c(c1)C(=CC(=O)N2)C(=O)N[C@H]3CCCC[C@H]3Nc4c(cc(cc4[N+](=O)[O-])Br)C(=O)N5CCOCC5,['A10']
c1ccc2c(c1)CS(=O)(=O)c3ccccc3C2=C4CCN(CC4)C(=O)c5cncc6c5[nH]cc6,['A08']
c1ccc2c(c1)[C@@H](CCO2)C(=O)Nc3nncn3C4CC4,['MU3']
c1ccc2c(c1)c[n+](cc2NC(=O)[C@@H]3CCOc4c3cc(cc4)Cl)[O-],['PWR']
c1ccc2c(c1)cc([nH]2)C(=O)N[C@@H](CC3CCCCC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C=O,['FHR']
c1ccc2c(c1)cncc2C(=O)N3CCN(C(=O)C3)c4cccc(c4)Cl,['OVX']
c1ccc2c(c1)cncc2CC(=O)N(CCC3CCCCC3)Cc4cccs4,['OYX']
c1ccc2c(c1)cncc2N3C(=O)C(=C(NC3=O)c4cccc(c4)Cl)n5c6ccccc6nn5,['A40']
c1ccc2c(c1)cncc2N3C(=O)[C@@]4(CCOc5c4cc(cc5)Cl)NC3=O,['P4R']
c1ccc2c(c1)cncc2N3CCC[C@H](C3=O)c4ccc(cc4)Cl,['OZC']
c1ccc2c(c1)cncc2N3CCC[C@H](C3=O)c4cccc(c4)Cl,['OWC']
c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc4c3occ4)Cl,['OJ9']
c1ccc2c(c1)cncc2NC(=O)Cc3cc(ccn3)Cl,['OIE']
c1ccc2c(c1)cncc2NC(=O)Cc3cccc(c3)Cl,['860']
c1ccc2c(c1)cncc2NC(=O)Cc3cccc(n3)Cl,['OZX']
c1ccc2c(c1)cncc2NC(=O)[C@@H]3CCNc4c3cc(cc4)Cl,['OQL']
c1ccc2c(c1)cncc2NC(=O)[C@@H]3CCOc4c3cc(cc4)Cl,['NSR']
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CC(=O)Nc4c3cc(cc4)Cl)O,['P6O']
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CN,['PQ6']
c1ccc2c(c1)cncc2NC(=O)[C@]3(CCOc4c3cc(cc4)Cl)CN,['PZ6']
c1ccc2c(c1)cnnc2NC(=O)Cc3cccc(c3)Cl,['NVO']
c1ccc2c(c1)ncn2NC(=O)Cc3cccc(c3)Cl,['L6D']
c1ccc2c(c1)nnn2CC(=O)N(Cc3ccsc3)c4ccc(cc4)NC(=O)C5CC5,['Y6J']
c1ccc2c(c1)nnn2NC(=O)Cc3cccc(c3)Cl,['OE6']
c1ccn2c(c1)ncc2NC(=O)Cc3cccc(c3)Cl,['NM0']
c1ccn2c(c1)nnc2NC(=O)Cc3cccc(c3)Cl,['OGV']
c1ccn2cnc(c2c1)NC(=O)Cc3cccc(c3)Cl,['NRX']
